customer_id,acquisition_date,acquisition_channel,age_band,region
CUST_01157,2022-03-07,Paid Search,35-44,South
CUST_01158,2023-04-10,Paid Search,55+,East
CUST_01159,2022-07-29,Organic,18-24,North
CUST_01160,2022-07-05,Paid Search,55+,North
CUST_01161,2022-11-15,Organic,25-34,South
CUST_01162,2022-09-30,Organic,55+,East
CUST_01163,2023-04-08,Paid Search,55+,North
CUST_01164,2022-10-18,Social,45-54,South
CUST_01165,2022-10-10,Referral,45-54,South
CUST_01166,2022-02-27,Social,45-54,East
CUST_01167,2022-01-12,Paid Search,25-34,South
CUST_01168,2022-08-06,Paid Search,18-24,North
CUST_01169,2023-06-30,Paid Search,25-34,East
CUST_01170,2023-05-16,Referral,35-44,West
CUST_01171,2022-12-10,Organic,45-54,East
CUST_01172,2022-12-11,Social,25-34,South
CUST_01173,2022-08-02,Social,35-44,South
CUST_01174,2022-04-07,Organic,18-24,North
CUST_01175,2022-01-05,Social,18-24,North
CUST_01176,2022-07-05,Paid Search,55+,South
CUST_01177,2022-06-22,Organic,55+,East
CUST_01178,2022-04-15,Email,55+,South
CUST_01179,2022-05-22,Paid Search,25-34,West
CUST_01180,2022-01-14,Email,35-44,East
CUST_01181,2022-11-28,Organic,45-54,North
CUST_01182,2023-05-22,Paid Search,25-34,East
CUST_01183,2023-01-13,Email,45-54,East
CUST_01184,2022-09-02,Paid Search,45-54,North
CUST_01185,2022-08-18,Paid Search,35-44,South
CUST_01186,2022-06-17,Paid Search,35-44,West
CUST_01187,2022-03-19,Social,25-34,South
CUST_01188,2022-11-23,Organic,55+,South
CUST_01189,2022-11-06,Paid Search,55+,North
CUST_01190,2022-01-04,Paid Search,55+,North
CUST_01191,2022-08-15,Paid Search,45-54,South
CUST_01192,2022-06-01,Paid Search,25-34,West
CUST_01193,2022-04-03,Referral,45-54,West
CUST_01194,2023-01-19,Social,25-34,East
CUST_01195,2022-10-15,Referral,55+,West
CUST_01196,2022-12-13,Email,25-34,East
CUST_01197,2023-01-25,Referral,35-44,East
CUST_01198,2023-06-21,Paid Search,18-24,South
CUST_01199,2023-03-15,Paid Search,18-24,North
CUST_01200,2022-12-05,Organic,25-34,South
CUST_01201,2023-04-25,Social,35-44,West
CUST_01202,2022-09-18,Organic,18-24,East
CUST_01203,2023-06-22,Organic,55+,West
CUST_01204,2023-02-20,Referral,18-24,North
CUST_01205,2022-12-22,Organic,55+,North
CUST_01206,2023-05-09,Email,25-34,South
CUST_01207,2022-10-09,Paid Search,25-34,South
CUST_01208,2023-01-29,Paid Search,18-24,West
CUST_01209,2022-06-05,Paid Search,55+,South
CUST_01210,2023-06-10,Paid Search,45-54,East
CUST_01211,2022-12-07,Email,18-24,East
CUST_01212,2023-03-03,Social,18-24,South
CUST_01213,2022-09-09,Social,45-54,West
CUST_01214,2023-04-19,Referral,55+,North
CUST_01215,2022-02-10,Paid Search,18-24,North
CUST_01216,2022-03-04,Social,25-34,East
CUST_01217,2022-10-04,Email,35-44,East
CUST_01218,2023-02-04,Paid Search,18-24,South
CUST_01219,2023-03-18,Paid Search,25-34,West
CUST_01220,2022-08-29,Paid Search,18-24,North
CUST_01221,2022-12-21,Paid Search,35-44,South
CUST_01222,2022-10-29,Social,45-54,North
CUST_01223,2023-06-09,Social,35-44,North
CUST_01224,2022-12-24,Social,25-34,East
CUST_01225,2022-08-16,Paid Search,35-44,East
CUST_01226,2023-06-14,Social,35-44,East
CUST_01227,2022-02-28,Social,18-24,West
CUST_01228,2023-06-22,Paid Search,18-24,North
CUST_01229,2022-03-26,Referral,18-24,East
CUST_01230,2022-06-07,Email,55+,North
CUST_01231,2023-03-25,Email,45-54,West
CUST_01232,2023-02-05,Paid Search,18-24,East
CUST_01233,2023-06-14,Email,25-34,West
CUST_01234,2023-02-14,Paid Search,35-44,East
CUST_01235,2022-12-14,Paid Search,18-24,South
CUST_01236,2022-07-09,Paid Search,55+,East
CUST_01237,2022-01-03,Organic,55+,West
CUST_01238,2022-03-09,Paid Search,25-34,North
CUST_01239,2022-06-12,Email,18-24,West
CUST_01240,2022-01-23,Paid Search,25-34,East
CUST_01241,2022-10-05,Organic,35-44,North
CUST_01242,2023-03-01,Referral,55+,West
CUST_01243,2023-06-10,Organic,25-34,North
CUST_01244,2022-09-25,Paid Search,25-34,East
CUST_01245,2023-04-23,Paid Search,25-34,North
CUST_01246,2023-06-23,Referral,18-24,North
CUST_01247,2023-04-15,Paid Search,18-24,East
CUST_01248,2022-09-11,Social,35-44,East
CUST_01249,2022-06-27,Organic,45-54,East
CUST_01250,2023-06-18,Email,18-24,South
CUST_01251,2022-05-13,Organic,25-34,West
CUST_01252,2022-08-13,Referral,55+,North
CUST_01253,2022-02-10,Paid Search,55+,West
CUST_01254,2023-03-10,Email,45-54,South
CUST_01255,2022-12-21,Paid Search,35-44,East
CUST_01256,2022-02-16,Social,35-44,West
CUST_01257,2022-05-02,Paid Search,25-34,South
CUST_01258,2022-10-31,Paid Search,25-34,South
CUST_01259,2022-10-23,Referral,25-34,West
CUST_01260,2023-03-14,Paid Search,45-54,West
CUST_01261,2022-05-26,Paid Search,45-54,North
CUST_01262,2023-05-20,Social,45-54,East
CUST_01263,2022-08-31,Paid Search,45-54,South
CUST_01264,2023-03-26,Email,18-24,East
CUST_01265,2022-05-11,Paid Search,45-54,South
CUST_01266,2022-01-21,Paid Search,55+,North
CUST_01267,2022-01-31,Paid Search,45-54,West
CUST_01268,2022-07-23,Social,35-44,East
CUST_01269,2023-06-05,Organic,25-34,South
CUST_01270,2022-01-27,Paid Search,45-54,North
CUST_01271,2022-07-21,Organic,35-44,North
CUST_01272,2022-03-01,Referral,25-34,South
CUST_01273,2023-05-24,Referral,35-44,East
CUST_01274,2023-01-04,Social,18-24,South
CUST_01275,2023-02-21,Social,55+,East
CUST_01276,2023-01-25,Social,45-54,South
CUST_01277,2022-12-25,Email,25-34,North
CUST_01278,2023-02-27,Email,45-54,East
CUST_01279,2022-01-05,Paid Search,18-24,North
CUST_01280,2023-04-18,Paid Search,25-34,North
CUST_01281,2023-02-08,Social,45-54,North
CUST_01282,2023-02-08,Paid Search,18-24,South
CUST_01283,2022-08-03,Paid Search,45-54,East
CUST_01284,2023-03-14,Paid Search,55+,West
CUST_01285,2022-07-28,Paid Search,35-44,North
CUST_01286,2022-01-27,Referral,25-34,North
CUST_01287,2023-05-11,Referral,45-54,North
CUST_01288,2022-05-09,Email,25-34,South
CUST_01289,2022-02-25,Paid Search,45-54,North
CUST_01290,2022-12-06,Email,45-54,South
CUST_01291,2022-05-08,Email,18-24,West
CUST_01292,2023-04-14,Social,18-24,South
CUST_01293,2022-08-31,Referral,18-24,East
CUST_01294,2022-01-03,Email,18-24,East
CUST_01295,2023-06-04,Email,25-34,North
CUST_01296,2022-10-08,Organic,18-24,North
CUST_01297,2022-05-24,Social,55+,South
CUST_01298,2023-01-05,Email,55+,South
CUST_01299,2022-10-17,Email,18-24,North
CUST_01300,2022-01-17,Paid Search,25-34,East
CUST_01301,2023-02-19,Organic,45-54,South
CUST_01302,2022-08-08,Paid Search,45-54,South
CUST_01303,2023-01-18,Paid Search,35-44,East
CUST_01304,2023-05-05,Organic,55+,West
CUST_01305,2022-11-30,Social,45-54,West
CUST_01306,2023-01-02,Paid Search,45-54,West
CUST_01307,2022-05-20,Paid Search,35-44,South
CUST_01308,2022-05-10,Paid Search,35-44,North
CUST_01309,2022-08-15,Referral,25-34,North
CUST_01310,2023-04-11,Paid Search,35-44,South
CUST_01311,2022-10-14,Organic,55+,South
CUST_01312,2022-07-10,Organic,25-34,North
CUST_01313,2023-03-02,Email,18-24,North
CUST_01314,2023-04-11,Referral,35-44,North
CUST_01315,2023-05-08,Paid Search,45-54,East
CUST_01316,2022-06-13,Paid Search,55+,South
CUST_01317,2023-01-23,Social,35-44,North
CUST_01318,2022-11-19,Paid Search,45-54,East
CUST_01319,2022-09-03,Paid Search,25-34,West
CUST_01320,2022-08-05,Paid Search,35-44,South
CUST_01321,2022-03-04,Paid Search,35-44,South
CUST_01322,2022-05-31,Email,25-34,South
CUST_01323,2022-10-28,Social,45-54,South
CUST_01324,2023-04-30,Social,55+,South
CUST_01325,2023-04-19,Referral,25-34,West
CUST_01326,2022-04-13,Social,18-24,West
CUST_01327,2023-01-06,Email,55+,South
CUST_01328,2022-02-16,Social,55+,West
CUST_01329,2023-01-04,Email,55+,West
CUST_01330,2022-07-06,Paid Search,25-34,North
CUST_01331,2022-09-03,Organic,45-54,South
CUST_01332,2023-01-27,Paid Search,45-54,East
CUST_01333,2022-08-20,Paid Search,45-54,South
CUST_01334,2023-03-17,Paid Search,55+,South
CUST_01335,2022-10-19,Email,55+,South
CUST_01336,2023-06-30,Email,35-44,East
CUST_01337,2022-12-15,Email,18-24,South
CUST_01338,2022-06-11,Organic,18-24,East
CUST_01339,2023-02-28,Paid Search,55+,North
CUST_01340,2022-08-11,Email,55+,West
CUST_01341,2022-10-19,Paid Search,18-24,North
CUST_01342,2022-03-16,Social,25-34,North
CUST_01343,2022-03-07,Paid Search,25-34,North
CUST_01344,2022-11-10,Paid Search,25-34,South
CUST_01345,2022-04-12,Email,45-54,East
CUST_01346,2023-06-29,Social,35-44,West
CUST_01347,2023-04-13,Social,35-44,South
CUST_01348,2023-01-18,Referral,35-44,North
CUST_01349,2023-02-06,Social,45-54,South
CUST_01350,2022-11-21,Email,45-54,North
CUST_01351,2022-02-02,Paid Search,18-24,South
CUST_01352,2022-08-03,Paid Search,18-24,East
CUST_01353,2022-09-28,Paid Search,25-34,North
CUST_01354,2023-05-15,Paid Search,35-44,West
CUST_01355,2022-04-30,Email,55+,North
CUST_01356,2022-09-29,Email,55+,East
CUST_01357,2022-07-07,Referral,45-54,West
CUST_01358,2022-03-15,Email,18-24,West
CUST_01359,2022-02-26,Social,18-24,East
CUST_01360,2022-07-19,Social,35-44,East
CUST_01361,2022-02-15,Paid Search,35-44,North
CUST_01362,2022-02-06,Paid Search,45-54,North
CUST_01363,2022-07-11,Referral,18-24,South
CUST_01364,2022-04-21,Referral,55+,East
CUST_01365,2022-10-30,Paid Search,35-44,East
CUST_01366,2022-01-10,Paid Search,35-44,West
CUST_01367,2022-06-14,Social,18-24,South
CUST_01368,2022-09-05,Referral,55+,West
CUST_01369,2023-06-10,Paid Search,35-44,South
CUST_01370,2022-12-13,Email,25-34,North
CUST_01371,2023-04-26,Organic,25-34,East
CUST_01372,2022-07-07,Paid Search,25-34,North
CUST_01373,2022-09-03,Organic,18-24,South
CUST_01374,2022-08-18,Paid Search,55+,West
CUST_01375,2023-04-30,Email,55+,West
CUST_01376,2023-06-08,Email,55+,South
CUST_01377,2023-06-10,Paid Search,25-34,North
CUST_01378,2023-02-15,Organic,35-44,North
CUST_01379,2022-10-02,Email,35-44,North
CUST_01380,2022-10-23,Organic,35-44,West
CUST_01381,2023-06-20,Paid Search,35-44,West
CUST_01382,2022-06-05,Organic,35-44,East
CUST_01383,2022-07-09,Organic,45-54,East
CUST_01384,2023-05-05,Referral,18-24,South
CUST_01385,2022-07-30,Paid Search,18-24,North
CUST_01386,2022-05-09,Social,55+,North
CUST_01387,2022-11-03,Email,55+,East
CUST_01388,2022-06-27,Organic,55+,North
CUST_01389,2023-05-02,Email,25-34,North
CUST_01390,2023-05-12,Paid Search,35-44,West
CUST_01391,2022-06-17,Paid Search,18-24,East
CUST_01392,2022-10-17,Social,25-34,South
CUST_01393,2023-06-22,Organic,45-54,North
CUST_01394,2023-02-10,Paid Search,25-34,North
CUST_01395,2022-04-28,Social,35-44,South
CUST_01396,2022-11-19,Organic,18-24,South
CUST_01397,2022-12-05,Paid Search,35-44,East
CUST_01398,2022-12-23,Paid Search,45-54,North
CUST_01399,2022-01-14,Social,35-44,North
CUST_01400,2022-06-13,Referral,35-44,North
CUST_01401,2023-04-12,Paid Search,55+,South
CUST_01402,2022-05-12,Social,25-34,South
CUST_01403,2022-06-13,Email,25-34,North
CUST_01404,2022-06-26,Organic,45-54,East
CUST_01405,2022-04-07,Organic,35-44,South
CUST_01406,2022-03-26,Social,55+,North
CUST_01407,2022-07-09,Email,18-24,East
CUST_01408,2023-04-23,Paid Search,18-24,South
CUST_01409,2022-01-01,Email,25-34,South
CUST_01410,2022-06-04,Paid Search,35-44,South
CUST_01411,2022-02-03,Social,55+,North
CUST_01412,2022-11-03,Paid Search,35-44,South
CUST_01413,2022-05-17,Email,35-44,East
CUST_01414,2023-03-09,Paid Search,18-24,North
CUST_01415,2022-11-16,Paid Search,35-44,East
CUST_01416,2023-03-04,Paid Search,35-44,North
CUST_01417,2022-12-13,Referral,35-44,East
CUST_01418,2022-08-28,Social,45-54,North
CUST_01419,2023-04-16,Paid Search,35-44,North
CUST_01420,2022-09-18,Organic,18-24,South
CUST_01421,2023-06-03,Organic,18-24,East
CUST_01422,2023-06-28,Paid Search,18-24,East
CUST_01423,2022-11-18,Social,45-54,South
CUST_01424,2023-01-04,Email,55+,North
CUST_01425,2022-05-20,Paid Search,55+,South
CUST_01426,2023-03-21,Email,25-34,West
CUST_01427,2023-01-02,Paid Search,18-24,North
CUST_01428,2023-05-08,Organic,45-54,East
CUST_01429,2022-05-26,Organic,18-24,South
CUST_01430,2023-03-07,Social,45-54,North
CUST_01431,2022-09-14,Referral,25-34,East
CUST_01432,2022-04-12,Referral,55+,North
CUST_01433,2022-04-04,Organic,45-54,South
CUST_01434,2022-11-03,Paid Search,45-54,North
CUST_01435,2022-06-24,Paid Search,35-44,East
CUST_01436,2022-02-25,Referral,55+,North
CUST_01437,2022-08-22,Paid Search,35-44,North
CUST_01438,2022-12-23,Paid Search,45-54,East
CUST_01439,2022-06-24,Paid Search,25-34,West
CUST_01440,2023-06-06,Referral,35-44,North
CUST_01441,2023-03-02,Paid Search,55+,South
CUST_01442,2022-10-07,Paid Search,25-34,West
CUST_01443,2023-05-26,Paid Search,18-24,South
CUST_01444,2022-08-25,Email,25-34,South
CUST_01445,2022-03-18,Organic,25-34,West
CUST_01446,2022-01-20,Paid Search,35-44,East
CUST_01447,2023-05-28,Social,18-24,South
CUST_01448,2023-06-09,Social,18-24,West
CUST_01449,2023-02-08,Paid Search,25-34,East
CUST_01450,2022-02-26,Social,35-44,East
CUST_01451,2022-06-10,Social,18-24,South
CUST_01452,2022-01-23,Referral,25-34,West
CUST_01453,2022-01-28,Paid Search,25-34,West
CUST_01454,2022-05-15,Paid Search,18-24,West
CUST_01455,2022-11-09,Organic,25-34,East
CUST_01456,2022-02-05,Social,25-34,South
CUST_01457,2023-06-22,Organic,18-24,North
CUST_01458,2022-09-06,Organic,45-54,North
CUST_01459,2022-05-25,Paid Search,18-24,West
CUST_01460,2022-10-09,Social,35-44,South
CUST_01461,2023-03-08,Email,45-54,North
CUST_01462,2022-06-20,Social,55+,North
CUST_01463,2022-01-26,Paid Search,35-44,North
CUST_01464,2022-01-28,Paid Search,35-44,East
CUST_01465,2023-04-11,Social,45-54,East
CUST_01466,2022-03-02,Social,55+,South
CUST_01467,2022-12-14,Referral,25-34,East
CUST_01468,2022-07-29,Paid Search,45-54,South
CUST_01469,2023-03-01,Paid Search,35-44,West
CUST_01470,2022-02-03,Organic,18-24,West
CUST_01471,2023-05-06,Email,45-54,North
CUST_01472,2023-01-17,Email,55+,South
CUST_01473,2022-09-03,Referral,18-24,West
CUST_01474,2022-04-24,Email,18-24,East
CUST_01475,2023-06-18,Referral,55+,West
CUST_01476,2022-06-14,Email,35-44,South
CUST_01477,2022-09-25,Social,25-34,North
CUST_01478,2022-08-04,Organic,45-54,West
CUST_01479,2022-05-06,Organic,25-34,West
CUST_01480,2022-08-16,Referral,25-34,East
CUST_01481,2022-03-24,Email,25-34,South
CUST_01482,2022-01-01,Social,35-44,North
CUST_01483,2022-06-08,Social,18-24,East
CUST_01484,2022-03-03,Referral,25-34,East
CUST_01485,2022-08-15,Social,25-34,East
CUST_01486,2023-04-17,Social,18-24,North
CUST_01487,2022-03-30,Social,45-54,East
CUST_01488,2022-01-01,Social,18-24,East
CUST_01489,2022-03-02,Paid Search,55+,West
CUST_01490,2022-10-05,Email,18-24,East
CUST_01491,2022-05-31,Referral,25-34,East
CUST_01492,2022-09-25,Paid Search,18-24,South
CUST_01493,2022-01-16,Organic,25-34,East
CUST_01494,2022-07-01,Referral,45-54,East
CUST_01495,2022-08-12,Paid Search,18-24,West
CUST_01496,2022-08-24,Social,35-44,West
CUST_01497,2022-10-28,Social,45-54,North
CUST_01498,2023-03-03,Social,35-44,West
CUST_01499,2022-09-13,Email,18-24,West
CUST_01500,2023-04-05,Organic,45-54,East
CUST_01501,2022-10-17,Email,18-24,East
CUST_01502,2022-05-23,Referral,18-24,East
CUST_01503,2022-05-06,Paid Search,35-44,South
CUST_01504,2022-06-26,Referral,25-34,South
CUST_01505,2022-11-23,Social,18-24,West
CUST_01506,2022-05-13,Referral,45-54,West
CUST_01507,2023-05-15,Email,35-44,North
CUST_01508,2022-09-20,Social,55+,West
CUST_01509,2023-04-17,Social,35-44,South
CUST_01510,2023-01-09,Paid Search,35-44,North
CUST_01511,2022-07-02,Organic,55+,West
CUST_01512,2022-05-05,Social,18-24,North
CUST_01513,2023-02-11,Organic,25-34,North
CUST_01514,2022-06-30,Organic,45-54,South
CUST_01515,2022-05-15,Organic,25-34,South
CUST_01516,2023-05-23,Social,55+,North
CUST_01517,2022-09-21,Referral,25-34,North
CUST_01518,2022-01-27,Paid Search,35-44,South
CUST_01519,2022-09-28,Email,55+,North
CUST_01520,2022-09-09,Social,25-34,North
CUST_01521,2023-04-17,Email,55+,West
CUST_01522,2023-01-24,Organic,18-24,East
CUST_01523,2022-04-15,Paid Search,25-34,North
CUST_01524,2022-03-24,Email,35-44,North
CUST_01525,2022-11-26,Email,35-44,West
CUST_01526,2022-01-26,Email,55+,South
CUST_01527,2022-06-24,Paid Search,55+,North
CUST_01528,2022-03-17,Paid Search,45-54,East
CUST_01529,2022-01-12,Social,45-54,West
CUST_01530,2023-05-17,Email,25-34,South
CUST_01531,2022-02-19,Paid Search,55+,East
CUST_01532,2022-01-06,Paid Search,45-54,South
CUST_01533,2023-05-25,Email,18-24,North
CUST_01534,2022-04-13,Paid Search,55+,West
CUST_01535,2023-03-22,Social,25-34,West
CUST_01536,2022-01-18,Social,35-44,West
CUST_01537,2022-03-25,Paid Search,35-44,North
CUST_01538,2022-03-02,Referral,55+,East
CUST_01539,2023-01-21,Paid Search,25-34,East
CUST_01540,2022-12-05,Paid Search,25-34,North
CUST_01541,2022-09-17,Organic,18-24,West
CUST_01542,2022-05-12,Email,25-34,North
CUST_01543,2022-02-18,Organic,18-24,South
CUST_01544,2022-11-07,Paid Search,35-44,West
CUST_01545,2022-05-06,Paid Search,55+,East
CUST_01546,2022-11-19,Email,35-44,East
CUST_01547,2023-01-11,Email,55+,South
CUST_01548,2023-04-09,Organic,55+,West
CUST_01549,2022-09-27,Paid Search,18-24,North
CUST_01550,2022-01-03,Organic,35-44,East
CUST_01551,2022-06-03,Organic,35-44,North
CUST_01552,2023-04-11,Referral,25-34,North
CUST_01553,2022-10-19,Paid Search,55+,East
CUST_01554,2022-12-05,Email,25-34,South
CUST_01555,2022-09-07,Paid Search,18-24,North
CUST_01556,2022-03-30,Social,35-44,West
CUST_01557,2023-05-05,Email,25-34,South
CUST_01558,2023-02-27,Organic,25-34,West
CUST_01559,2023-06-28,Referral,35-44,North
CUST_01560,2023-04-13,Email,45-54,North
CUST_01561,2022-06-08,Social,25-34,South
CUST_01562,2022-05-19,Email,25-34,East
CUST_01563,2022-05-16,Organic,18-24,South
CUST_01564,2023-05-17,Paid Search,25-34,North
CUST_01565,2022-11-01,Organic,35-44,East
CUST_01566,2022-09-06,Social,45-54,West
CUST_01567,2023-06-13,Organic,25-34,North
CUST_01568,2022-11-26,Email,18-24,South
CUST_01569,2023-05-12,Social,35-44,South
CUST_01570,2023-06-22,Paid Search,45-54,East
CUST_01571,2022-02-13,Social,18-24,North
CUST_01572,2022-07-17,Paid Search,35-44,North
CUST_01573,2023-02-05,Paid Search,18-24,North
CUST_01574,2023-03-20,Email,35-44,East
CUST_01575,2022-03-23,Paid Search,45-54,North
CUST_01576,2022-06-23,Email,45-54,East
CUST_01577,2022-10-27,Social,45-54,South
CUST_01578,2023-03-13,Paid Search,45-54,South
CUST_01579,2022-03-03,Social,25-34,West
CUST_01580,2022-11-25,Paid Search,55+,West
CUST_01581,2022-06-11,Social,25-34,West
CUST_01582,2022-04-29,Social,25-34,West
CUST_01583,2022-10-09,Email,45-54,North
CUST_01584,2022-08-15,Social,25-34,West
CUST_01585,2022-12-14,Organic,18-24,North
CUST_01586,2022-06-23,Social,45-54,South
CUST_01587,2023-03-26,Email,45-54,East
CUST_01588,2022-02-12,Email,35-44,East
CUST_01589,2023-04-16,Social,18-24,East
CUST_01590,2022-01-17,Paid Search,45-54,East
CUST_01591,2023-02-06,Social,18-24,South
CUST_01592,2022-07-09,Paid Search,35-44,East
CUST_01593,2022-07-29,Social,35-44,South
CUST_01594,2022-01-11,Paid Search,45-54,South
CUST_01595,2023-01-19,Paid Search,55+,East
CUST_01596,2022-04-01,Organic,18-24,East
CUST_01597,2022-12-26,Organic,18-24,South
CUST_01598,2023-01-31,Organic,35-44,North
CUST_01599,2023-04-07,Organic,55+,South
CUST_01600,2023-01-22,Email,18-24,South
CUST_01601,2022-06-14,Paid Search,35-44,North
CUST_01602,2023-02-08,Paid Search,35-44,North
CUST_01603,2023-03-27,Email,25-34,West
CUST_01604,2022-06-23,Paid Search,45-54,South
CUST_01605,2022-03-09,Organic,25-34,East
CUST_01606,2023-05-01,Paid Search,35-44,North
CUST_01607,2022-03-22,Paid Search,55+,West
CUST_01608,2022-11-21,Paid Search,25-34,North
CUST_01609,2022-05-10,Paid Search,18-24,South
CUST_01610,2022-03-10,Paid Search,55+,West
CUST_01611,2023-02-28,Social,25-34,North
CUST_01612,2022-03-20,Paid Search,45-54,East
CUST_01613,2023-01-01,Referral,45-54,West
CUST_01614,2023-01-14,Organic,35-44,North
CUST_01615,2022-02-02,Referral,18-24,North
CUST_01616,2022-04-05,Social,55+,West
CUST_01617,2023-03-10,Email,45-54,South
CUST_01618,2022-10-04,Paid Search,35-44,West
CUST_01619,2022-03-08,Paid Search,55+,West
CUST_01620,2023-06-26,Organic,45-54,West
CUST_01621,2022-05-25,Referral,45-54,West
CUST_01622,2022-01-03,Paid Search,18-24,West
CUST_01623,2023-05-20,Email,45-54,South
CUST_01624,2022-01-10,Social,25-34,West
CUST_01625,2022-10-30,Social,18-24,South
CUST_01626,2023-06-27,Referral,25-34,East
CUST_01627,2022-11-12,Organic,18-24,North
CUST_01628,2022-11-16,Social,18-24,West
CUST_01629,2022-07-31,Referral,45-54,East
CUST_01630,2022-03-11,Paid Search,35-44,West
CUST_01631,2022-11-09,Paid Search,25-34,South
CUST_01632,2023-05-05,Organic,18-24,South
CUST_01633,2022-02-19,Referral,45-54,East
CUST_01634,2023-04-26,Email,45-54,West
CUST_01635,2022-08-15,Referral,35-44,East
CUST_01636,2022-10-20,Paid Search,18-24,West
CUST_01637,2022-04-01,Social,18-24,North
CUST_01638,2022-12-06,Paid Search,18-24,West
CUST_01639,2022-04-10,Social,18-24,East
CUST_01640,2022-05-30,Email,55+,West
CUST_01641,2023-01-30,Paid Search,25-34,North
CUST_01642,2022-01-28,Paid Search,45-54,South
CUST_01643,2022-09-02,Social,55+,North
CUST_01644,2022-11-21,Paid Search,55+,South
CUST_01645,2022-03-14,Paid Search,25-34,West
CUST_01646,2022-06-10,Social,35-44,East
CUST_01647,2022-07-07,Email,35-44,West
CUST_01648,2022-12-29,Email,18-24,East
CUST_01649,2023-06-18,Paid Search,45-54,West
CUST_01650,2023-04-02,Organic,35-44,West
CUST_01651,2022-04-14,Paid Search,25-34,East
CUST_01652,2022-01-10,Paid Search,35-44,West
CUST_01653,2022-01-29,Paid Search,45-54,North
CUST_01654,2022-11-22,Paid Search,18-24,East
CUST_01655,2022-03-27,Paid Search,45-54,East
CUST_01656,2022-05-07,Paid Search,55+,West
CUST_01657,2023-04-08,Paid Search,45-54,East
CUST_01658,2023-04-23,Email,45-54,North
CUST_01659,2023-04-04,Organic,18-24,East
CUST_01660,2022-05-19,Paid Search,45-54,West
CUST_01661,2022-12-05,Paid Search,45-54,North
CUST_01662,2022-11-30,Organic,35-44,North
CUST_01663,2022-04-12,Organic,35-44,East
CUST_01664,2022-10-30,Social,45-54,East
CUST_01665,2022-10-14,Paid Search,18-24,East
CUST_01666,2022-08-05,Email,25-34,North
CUST_01667,2023-02-15,Paid Search,45-54,East
CUST_01668,2023-01-05,Paid Search,55+,East
CUST_01669,2022-10-18,Email,25-34,West
CUST_01670,2023-02-01,Referral,35-44,South
CUST_01671,2023-02-21,Email,55+,South
CUST_01672,2022-11-06,Referral,18-24,North
CUST_01673,2022-05-27,Paid Search,25-34,East
CUST_01674,2023-02-19,Paid Search,18-24,East
CUST_01675,2023-01-27,Social,25-34,South
CUST_01676,2023-06-21,Organic,45-54,East
CUST_01677,2022-03-23,Paid Search,25-34,West
CUST_01678,2022-08-17,Referral,55+,North
CUST_01679,2023-05-20,Paid Search,55+,East
CUST_01680,2022-10-08,Paid Search,55+,East
CUST_01681,2023-05-30,Social,45-54,North
CUST_01682,2022-01-07,Paid Search,45-54,North
CUST_01683,2022-01-20,Email,35-44,South
CUST_01684,2023-03-11,Email,55+,North
CUST_01685,2022-07-15,Paid Search,18-24,South
CUST_01686,2022-10-12,Paid Search,45-54,North
CUST_01687,2022-08-22,Paid Search,18-24,West
CUST_01688,2022-08-11,Organic,25-34,East
CUST_01689,2023-05-28,Referral,25-34,South
CUST_01690,2022-02-21,Email,45-54,West
CUST_01691,2023-02-26,Paid Search,45-54,North
CUST_01692,2023-05-01,Referral,18-24,East
CUST_01693,2022-12-25,Paid Search,45-54,East
CUST_01694,2022-08-04,Email,25-34,West
CUST_01695,2022-03-29,Social,18-24,North
CUST_01696,2023-01-08,Email,35-44,East
CUST_01697,2022-09-13,Paid Search,35-44,West
CUST_01698,2022-03-23,Paid Search,25-34,West
CUST_01699,2022-07-16,Paid Search,25-34,North
CUST_01700,2023-06-10,Email,55+,West
CUST_01701,2022-05-25,Organic,25-34,South
CUST_01702,2022-04-08,Paid Search,55+,South
CUST_01703,2023-01-08,Referral,55+,North
CUST_01704,2022-04-19,Social,25-34,North
CUST_01705,2023-05-18,Paid Search,35-44,South
CUST_01706,2023-04-15,Paid Search,45-54,North
CUST_01707,2023-06-22,Paid Search,35-44,East
CUST_01708,2023-05-14,Social,35-44,East
CUST_01709,2022-05-14,Email,25-34,South
CUST_01710,2022-04-26,Social,18-24,East
CUST_01711,2022-07-07,Organic,18-24,East
CUST_01712,2022-09-14,Social,25-34,North
CUST_01713,2023-04-26,Organic,45-54,South
CUST_01714,2023-02-05,Social,25-34,West
CUST_01715,2022-12-18,Organic,18-24,North
CUST_01716,2023-04-25,Social,25-34,West
CUST_01717,2022-12-19,Social,35-44,West
CUST_01718,2022-07-26,Social,25-34,South
CUST_01719,2022-08-14,Organic,25-34,South
CUST_01720,2022-10-10,Email,18-24,North
CUST_01721,2022-02-18,Referral,25-34,East
CUST_01722,2023-02-09,Email,25-34,North
CUST_01723,2022-12-23,Organic,55+,West
CUST_01724,2023-02-04,Email,55+,South
CUST_01725,2022-10-19,Social,25-34,West
CUST_01726,2023-03-04,Social,18-24,West
CUST_01727,2023-06-03,Organic,18-24,South
CUST_01728,2022-11-08,Paid Search,25-34,East
CUST_01729,2022-08-31,Social,35-44,North
CUST_01730,2022-02-27,Social,35-44,North
CUST_01731,2023-03-02,Organic,25-34,East
CUST_01732,2023-05-09,Organic,25-34,South
CUST_01733,2023-01-17,Referral,25-34,South
