customer_id,acquisition_channel,age_band,region,predicted_clv,clv_tier
CUST_02013,Organic,55+,West,4442.9116,Low
CUST_02014,Paid Search,55+,North,1494.08,Low
CUST_02015,Referral,18-24,West,15710.733,High
CUST_02016,Email,18-24,East,4656.4995,Medium
CUST_02017,Paid Search,25-34,West,4025.883,Low
CUST_02018,Email,18-24,East,4691.0376,Medium
CUST_02019,Paid Search,35-44,East,3718.9397,Medium
CUST_02020,Social,35-44,North,1965.7356,Low
CUST_02021,Paid Search,35-44,East,3779.6816,Low
CUST_02022,Paid Search,18-24,South,3767.1917,Medium
CUST_02023,Paid Search,55+,West,3902.322,Low
CUST_02024,Organic,55+,East,4789.96,Low
CUST_02025,Social,35-44,North,2370.6914,Low
CUST_02026,Organic,18-24,West,5000.5947,Medium
CUST_02027,Social,25-34,North,2652.2102,Low
CUST_02028,Social,45-54,South,2760.9163,Medium
CUST_02029,Email,45-54,North,4465.7314,Low
CUST_02030,Organic,25-34,West,5121.7344,Medium
CUST_02031,Email,55+,North,3957.2405,Low
CUST_02032,Email,55+,West,4557.5664,Medium
CUST_02033,Referral,35-44,North,0.0,Low
CUST_02034,Email,25-34,East,4571.3643,Medium
CUST_02035,Paid Search,35-44,North,502.68964,Low
CUST_02036,Email,18-24,South,4697.079,Medium
CUST_02037,Paid Search,35-44,East,3553.171,Low
CUST_02038,Social,18-24,East,428.68167,Low
CUST_02039,Email,18-24,West,4662.63,Medium
CUST_02040,Social,35-44,West,2273.7668,Low
CUST_02041,Email,35-44,East,4571.6064,Medium
CUST_02042,Social,55+,South,2688.5488,Medium
CUST_02043,Paid Search,35-44,South,3887.617,Low
CUST_02044,Organic,55+,West,4977.5796,Medium
CUST_02045,Email,55+,East,4557.8984,Medium
CUST_02046,Paid Search,25-34,West,3365.3354,Low
CUST_02047,Paid Search,55+,South,3785.6213,Medium
CUST_02048,Paid Search,35-44,South,3619.2056,Low
CUST_02049,Email,35-44,West,4694.3335,Medium
CUST_02050,Social,18-24,East,2551.523,Low
CUST_02051,Organic,25-34,North,5020.5405,Medium
CUST_02052,Social,35-44,East,2809.4758,Low
CUST_02053,Email,25-34,North,4702.4536,Medium
CUST_02054,Email,35-44,West,4469.7573,Medium
CUST_02055,Social,18-24,North,2601.2107,Medium
CUST_02056,Social,25-34,West,2684.4119,Low
CUST_02057,Paid Search,45-54,West,3717.0344,Medium
CUST_02058,Organic,45-54,North,5077.6,Low
CUST_02059,Email,55+,East,4607.875,Medium
CUST_02060,Social,55+,North,524.5078,Low
CUST_02061,Organic,55+,South,5217.9106,Medium
CUST_02062,Social,18-24,South,2728.404,Low
CUST_02063,Paid Search,45-54,East,4319.261,Low
CUST_02064,Referral,25-34,West,15097.599,High
CUST_02065,Paid Search,25-34,South,3604.4937,Medium
CUST_02066,Social,25-34,South,2921.7612,Low
CUST_02067,Paid Search,35-44,North,3780.59,Medium
CUST_02068,Social,18-24,West,2648.757,Low
CUST_02069,Organic,35-44,South,4644.198,Medium
CUST_02070,Paid Search,18-24,South,3915.1843,Medium
CUST_02071,Email,35-44,North,4726.4126,Medium
CUST_02072,Referral,45-54,South,10419.994,High
CUST_02073,Email,18-24,East,3587.7893,Low
CUST_02074,Paid Search,18-24,West,4177.4053,Low
CUST_02075,Paid Search,55+,South,3311.7712,Low
CUST_02076,Email,45-54,East,4634.27,Medium
CUST_02077,Referral,25-34,West,15845.611,High
CUST_02078,Referral,55+,South,15664.093,High
CUST_02079,Paid Search,25-34,South,317.8835,Low
CUST_02080,Email,55+,North,4525.709,Medium
CUST_02081,Email,18-24,West,4644.104,Medium
CUST_02082,Paid Search,45-54,North,3674.7246,Medium
CUST_02083,Social,18-24,North,2505.2715,Medium
CUST_02084,Paid Search,18-24,North,4275.24,Low
CUST_02085,Email,35-44,East,0.0,Low
CUST_02086,Organic,18-24,South,4837.123,Medium
CUST_02087,Email,35-44,East,4416.967,Medium
CUST_02088,Referral,25-34,East,15504.431,High
CUST_02089,Paid Search,18-24,North,3583.7542,Medium
CUST_02090,Paid Search,55+,South,4364.326,Low
CUST_02091,Paid Search,55+,North,1367.4878,Low
CUST_02092,Social,55+,North,2310.4055,Low
CUST_02093,Social,18-24,South,2782.9807,Low
CUST_02094,Paid Search,25-34,South,3617.6072,Low
CUST_02095,Paid Search,25-34,North,3641.1272,Low
CUST_02096,Paid Search,25-34,South,3782.621,Medium
CUST_02097,Referral,35-44,South,15902.7,High
CUST_02098,Referral,35-44,West,15743.222,High
CUST_02099,Social,35-44,East,2809.4758,Low
CUST_02100,Organic,25-34,South,4787.0444,Low
CUST_02101,Paid Search,55+,South,4364.326,Low
CUST_02102,Social,55+,North,2704.8665,Medium
CUST_02103,Referral,25-34,South,8997.391,Medium
CUST_02104,Paid Search,25-34,East,4238.3984,Low
CUST_02105,Organic,35-44,North,5152.6733,Medium
CUST_02106,Paid Search,25-34,West,3735.5305,Medium
CUST_02107,Social,55+,East,2646.0137,Low
CUST_02108,Social,35-44,West,2832.3386,Low
CUST_02109,Organic,18-24,South,5352.9526,Medium
CUST_02110,Email,18-24,West,4682.4834,Medium
CUST_02111,Paid Search,18-24,South,3643.416,Medium
CUST_02112,Social,25-34,West,2809.083,Low
CUST_02113,Social,25-34,East,2271.163,Low
CUST_02114,Email,55+,East,4526.299,Medium
CUST_02115,Social,55+,North,2386.52,Low
CUST_02116,Paid Search,18-24,West,4018.3035,Medium
CUST_02117,Referral,55+,North,13315.051,High
CUST_02118,Organic,35-44,North,765.77844,Low
CUST_02119,Paid Search,25-34,South,3951.0222,Medium
CUST_02120,Email,35-44,West,4320.412,Low
CUST_02121,Organic,35-44,West,4016.695,Low
CUST_02122,Social,18-24,West,2611.9111,Medium
CUST_02123,Organic,55+,East,3315.1008,Low
CUST_02124,Email,18-24,West,4067.6272,Medium
CUST_02125,Organic,18-24,South,4951.2837,Medium
CUST_02126,Paid Search,25-34,South,2993.829,Low
CUST_02127,Email,18-24,North,4544.375,Medium
CUST_02128,Email,18-24,West,4933.2246,Medium
CUST_02129,Social,25-34,South,382.37994,Low
CUST_02130,Organic,25-34,North,4786.5933,Medium
CUST_02131,Social,18-24,South,2804.9114,Low
CUST_02132,Referral,55+,East,10018.756,Medium
CUST_02133,Email,55+,South,34.399162,Low
CUST_02134,Email,45-54,South,4544.199,Medium
CUST_02135,Email,35-44,South,3825.6907,Low
CUST_02136,Paid Search,55+,East,3829.9534,Medium
CUST_02137,Email,25-34,East,4501.4893,Medium
CUST_02138,Organic,35-44,East,5215.603,Medium
CUST_02139,Social,18-24,North,2662.6973,Medium
CUST_02140,Social,45-54,South,2552.311,Low
CUST_02141,Email,18-24,East,4576.5645,Medium
CUST_02142,Email,45-54,North,4935.5117,Low
CUST_02143,Paid Search,45-54,North,3705.7634,Low
CUST_02144,Email,25-34,South,0.0,Low
CUST_02145,Email,45-54,East,4641.37,Medium
CUST_02146,Paid Search,25-34,East,181.37134,Low
CUST_02147,Paid Search,25-34,North,4228.1724,Low
CUST_02148,Social,35-44,East,2610.5645,Low
CUST_02149,Email,25-34,North,4518.7007,Medium
CUST_02150,Email,45-54,East,4504.1646,Medium
CUST_02151,Paid Search,25-34,East,3753.2576,Medium
CUST_02152,Email,35-44,North,4632.4136,Medium
CUST_02153,Email,55+,South,4669.178,Medium
CUST_02154,Email,25-34,West,4086.8167,Low
CUST_02155,Referral,35-44,South,0.0,Low
CUST_02156,Paid Search,55+,East,3713.0747,Low
CUST_02157,Organic,25-34,East,4884.738,Medium
CUST_02158,Paid Search,18-24,North,3723.0447,Medium
CUST_02159,Email,25-34,West,4493.283,Medium
CUST_02160,Paid Search,55+,South,3775.463,Low
CUST_02161,Email,45-54,West,4371.2217,Medium
CUST_02162,Paid Search,55+,South,4056.3003,Low
CUST_02163,Organic,25-34,East,4551.92,Medium
CUST_02164,Email,55+,South,4414.0293,Medium
CUST_02165,Referral,25-34,West,10847.851,High
CUST_02166,Paid Search,45-54,North,3748.9111,Medium
CUST_02167,Paid Search,55+,West,3902.322,Low
CUST_02168,Email,25-34,North,4518.498,Medium
CUST_02169,Email,55+,West,4562.617,Medium
CUST_02170,Email,45-54,North,270.42172,Low
CUST_02171,Organic,45-54,North,5301.7153,Low
CUST_02172,Social,45-54,North,2644.942,Medium
CUST_02173,Organic,18-24,East,4820.7295,Low
CUST_02174,Paid Search,45-54,South,3742.1455,Low
CUST_02175,Social,25-34,East,2655.789,Medium
CUST_02176,Referral,25-34,West,15705.234,High
CUST_02177,Referral,18-24,North,13154.601,High
CUST_02178,Organic,18-24,East,4423.8516,Low
CUST_02179,Social,55+,East,423.9438,Low
CUST_02180,Organic,25-34,South,5458.6523,Medium
CUST_02181,Social,25-34,West,992.81793,Low
CUST_02182,Paid Search,35-44,East,3690.016,Medium
CUST_02183,Social,45-54,North,839.948,Low
CUST_02184,Email,35-44,East,4491.6714,Medium
CUST_02185,Organic,35-44,South,4773.452,Low
CUST_02186,Social,55+,North,2555.8914,Low
CUST_02187,Paid Search,35-44,West,18.680006,Low
CUST_02188,Paid Search,45-54,North,3952.2515,Medium
CUST_02189,Paid Search,55+,North,3802.6382,Medium
CUST_02190,Email,45-54,North,4773.6885,Medium
CUST_02191,Paid Search,18-24,West,3839.0552,Medium
CUST_02192,Social,25-34,East,2719.422,Low
CUST_02193,Referral,45-54,West,14119.594,High
CUST_02194,Social,35-44,South,2637.7947,Low
CUST_02195,Paid Search,25-34,North,3923.8298,Medium
CUST_02196,Email,25-34,South,4795.517,Medium
CUST_02197,Paid Search,18-24,North,4050.1482,Low
CUST_02198,Organic,25-34,East,63.63388,Low
CUST_02199,Paid Search,45-54,South,224.32755,Low
CUST_02200,Paid Search,18-24,West,4074.0217,Low
CUST_02201,Paid Search,55+,South,4241.001,Medium
CUST_02202,Social,25-34,South,333.1231,Low
CUST_02203,Paid Search,55+,West,3683.8438,Medium
CUST_02204,Referral,25-34,East,15944.292,High
CUST_02205,Social,55+,North,2431.1533,Low
CUST_02206,Social,35-44,South,2723.5657,Medium
CUST_02207,Paid Search,55+,South,4085.0405,Medium
CUST_02208,Paid Search,18-24,East,3900.4492,Low
CUST_02209,Email,45-54,East,4609.682,Medium
CUST_02210,Paid Search,25-34,East,4104.541,Medium
CUST_02211,Social,25-34,West,1993.1321,Low
CUST_02212,Email,18-24,East,4435.88,Medium
CUST_02213,Email,55+,South,4736.695,Medium
CUST_02214,Paid Search,45-54,North,4367.2344,Low
CUST_02215,Referral,55+,East,17219.549,High
CUST_02216,Paid Search,35-44,South,3985.8706,Medium
CUST_02217,Social,18-24,South,415.17197,Low
CUST_02218,Paid Search,25-34,West,3545.8691,Low
CUST_02219,Organic,35-44,West,4660.072,Low
CUST_02220,Social,18-24,South,2613.51,Medium
CUST_02221,Paid Search,55+,East,3399.0095,Low
CUST_02222,Paid Search,55+,West,231.0821,Low
CUST_02223,Paid Search,35-44,North,368.34756,Low
CUST_02224,Paid Search,35-44,South,3270.1223,Low
CUST_02225,Paid Search,45-54,East,3901.9683,Medium
CUST_02226,Organic,45-54,South,5316.327,Medium
CUST_02227,Referral,18-24,West,9357.969,High
CUST_02228,Paid Search,35-44,South,3770.43,Medium
CUST_02229,Referral,45-54,North,8539.406,High
CUST_02230,Paid Search,55+,South,4183.9536,Low
CUST_02231,Organic,35-44,South,5246.9985,Medium
CUST_02232,Paid Search,55+,West,3703.0217,Medium
CUST_02233,Social,35-44,North,2527.468,Medium
CUST_02234,Social,25-34,North,2793.0552,Low
CUST_02235,Paid Search,35-44,North,3780.55,Medium
CUST_02236,Paid Search,45-54,East,4165.628,Low
CUST_02237,Email,55+,West,4167.888,Low
CUST_02238,Organic,25-34,East,194.6649,Low
CUST_02239,Email,25-34,West,0.0,Low
CUST_02240,Social,45-54,West,2828.354,Medium
CUST_02241,Social,45-54,East,2748.3557,Medium
CUST_02242,Social,25-34,East,2682.8428,Low
CUST_02243,Email,45-54,North,889.57056,Medium
CUST_02244,Email,18-24,West,4245.571,Low
CUST_02245,Social,25-34,West,1064.7716,Low
CUST_02246,Paid Search,55+,West,3873.7527,Low
CUST_02247,Organic,35-44,West,5301.0366,Medium
CUST_02248,Paid Search,55+,South,3785.6213,Medium
CUST_02249,Paid Search,25-34,North,405.3637,Low
CUST_02250,Social,25-34,West,2996.1118,Medium
CUST_02251,Paid Search,55+,South,3436.0068,Low
CUST_02252,Paid Search,55+,West,3743.7341,Low
CUST_02253,Paid Search,55+,East,3849.423,Medium
CUST_02254,Email,25-34,South,4624.7285,Medium
CUST_02255,Social,55+,South,1855.8029,Low
CUST_02256,Paid Search,35-44,East,181.94452,Low
CUST_02257,Paid Search,55+,South,463.31836,Low
CUST_02258,Email,55+,South,3379.2957,Low
CUST_02259,Organic,35-44,North,4618.303,Medium
CUST_02260,Paid Search,25-34,East,4029.8057,Low
CUST_02261,Organic,55+,North,4983.4185,Low
CUST_02262,Organic,35-44,North,4608.6206,Medium
CUST_02263,Paid Search,35-44,North,3299.3762,Low
CUST_02264,Social,45-54,East,2219.4443,Low
CUST_02265,Social,55+,North,1225.8802,Low
CUST_02266,Email,18-24,South,3117.9302,Low
CUST_02267,Email,55+,North,4336.844,Medium
CUST_02268,Social,35-44,East,2917.0583,Low
CUST_02269,Social,18-24,North,2600.0283,Low
CUST_02270,Social,25-34,North,2570.6562,Medium
CUST_02271,Organic,35-44,South,5177.876,Low
CUST_02272,Email,45-54,East,4676.238,Medium
CUST_02273,Social,35-44,North,598.3088,Low
CUST_02274,Organic,18-24,South,4825.406,Medium
CUST_02275,Paid Search,35-44,West,3851.503,Medium
CUST_02276,Paid Search,25-34,East,3614.3276,Medium
CUST_02277,Email,25-34,West,4570.359,Medium
CUST_02278,Organic,45-54,South,4971.924,Medium
CUST_02279,Paid Search,55+,West,2846.2883,Low
CUST_02280,Social,18-24,North,2656.6353,Low
CUST_02281,Paid Search,45-54,East,3734.6877,Medium
CUST_02282,Email,35-44,South,3354.2466,Low
CUST_02283,Referral,25-34,North,16392.16,High
CUST_02284,Paid Search,45-54,West,3736.5442,Medium
CUST_02285,Organic,25-34,East,200.08469,Low
CUST_02286,Paid Search,45-54,North,3748.9111,Medium
CUST_02287,Organic,35-44,North,4989.965,Low
CUST_02288,Paid Search,18-24,East,4106.5894,Medium
CUST_02289,Organic,45-54,East,5732.8916,Medium
CUST_02290,Referral,55+,North,13582.971,High
CUST_02291,Paid Search,35-44,West,4131.9404,Low
CUST_02292,Paid Search,45-54,East,3775.1445,Medium
CUST_02293,Paid Search,18-24,South,4945.8896,Low
CUST_02294,Referral,25-34,North,14016.267,High
CUST_02295,Social,25-34,South,2960.077,Medium
CUST_02296,Email,45-54,South,4513.2065,Medium
CUST_02297,Email,25-34,North,4608.772,Medium
CUST_02298,Referral,45-54,South,17197.832,High
CUST_02299,Email,25-34,North,4509.3364,Medium
CUST_02300,Social,45-54,North,776.29767,Low
CUST_02301,Email,25-34,North,4608.772,Medium
CUST_02302,Social,35-44,South,2570.3215,Low
CUST_02303,Organic,18-24,South,4837.123,Medium
CUST_02304,Email,45-54,South,8.410833,Low
CUST_02305,Paid Search,18-24,East,3714.2166,Medium
CUST_02306,Paid Search,55+,East,3829.9534,Medium
CUST_02307,Referral,55+,North,15447.472,High
CUST_02308,Paid Search,35-44,West,3971.9524,Medium
CUST_02309,Organic,55+,East,4511.6274,Medium
CUST_02310,Referral,55+,South,15611.411,High
CUST_02311,Email,18-24,North,4231.0674,Medium
CUST_02312,Social,45-54,West,2926.4695,Low
CUST_02313,Paid Search,25-34,East,289.36182,Low
CUST_02314,Social,55+,South,3041.3984,Low
CUST_02315,Paid Search,55+,North,3231.306,Low
CUST_02316,Referral,55+,North,14203.081,High
CUST_02317,Organic,35-44,South,4483.033,Low
CUST_02318,Social,18-24,North,2972.2407,Low
CUST_02319,Organic,18-24,North,4776.748,Medium
CUST_02320,Email,18-24,South,4564.989,Medium
CUST_02321,Social,55+,North,2598.3464,Medium
CUST_02322,Referral,35-44,South,15974.747,High
CUST_02323,Referral,25-34,West,17493.023,High
CUST_02324,Paid Search,35-44,West,3851.503,Medium
CUST_02325,Paid Search,18-24,North,3750.7324,Medium
CUST_02326,Referral,35-44,East,14208.463,High
CUST_02327,Paid Search,35-44,West,4015.97,Low
CUST_02328,Social,45-54,East,2614.3176,Medium
CUST_02329,Social,18-24,South,1918.962,Low
CUST_02330,Organic,55+,South,5132.027,Medium
CUST_02331,Paid Search,18-24,North,3938.6033,Medium
CUST_02332,Organic,35-44,South,5148.865,Medium
CUST_02333,Paid Search,25-34,West,3486.8308,Medium
CUST_02334,Email,45-54,East,4670.1074,Medium
CUST_02335,Social,45-54,South,2727.1418,Low
CUST_02336,Paid Search,18-24,North,3969.0137,Medium
CUST_02337,Paid Search,35-44,West,4053.4941,Low
CUST_02338,Paid Search,35-44,North,3061.8904,Low
CUST_02339,Email,35-44,East,4475.297,Medium
CUST_02340,Social,18-24,South,477.8256,Low
CUST_02341,Paid Search,18-24,South,3853.1992,Medium
CUST_02342,Paid Search,35-44,North,3714.2988,Low
CUST_02343,Referral,25-34,South,8177.995,High
CUST_02344,Paid Search,35-44,East,3708.105,Medium
CUST_02345,Social,18-24,South,2507.8794,Low
CUST_02346,Organic,45-54,North,4844.819,Medium
CUST_02347,Social,18-24,South,2582.7625,Medium
CUST_02348,Organic,45-54,North,4168.883,Low
CUST_02349,Email,55+,South,4669.178,Medium
CUST_02350,Social,25-34,West,2630.0032,Medium
CUST_02351,Paid Search,18-24,West,3761.5364,Medium
CUST_02352,Paid Search,18-24,West,4182.0757,Medium
CUST_02353,Social,25-34,North,2633.6519,Medium
CUST_02354,Paid Search,18-24,South,3661.098,Low
CUST_02355,Organic,55+,North,4686.2217,Low
CUST_02356,Social,55+,South,2754.5686,Low
CUST_02357,Organic,55+,East,5069.0645,Medium
CUST_02358,Paid Search,55+,West,3467.8716,Medium
CUST_02359,Email,35-44,South,4566.28,Medium
CUST_02360,Social,25-34,North,2601.3125,Low
CUST_02361,Paid Search,35-44,South,4060.2314,Low
CUST_02362,Email,25-34,South,4074.4749,Low
CUST_02363,Social,55+,East,2460.0718,Low
CUST_02364,Organic,35-44,North,4203.896,Medium
CUST_02365,Social,25-34,East,2575.1726,Low
CUST_02366,Paid Search,45-54,South,3776.9734,Low
CUST_02367,Email,25-34,East,4636.9556,Medium
CUST_02368,Referral,25-34,West,14963.859,High
CUST_02369,Paid Search,25-34,North,4323.616,Low
CUST_02370,Email,18-24,West,3396.6113,Low
CUST_02371,Paid Search,18-24,North,4065.3481,Low
CUST_02372,Paid Search,35-44,West,3490.561,Medium
CUST_02373,Email,55+,South,4627.2104,Medium
CUST_02374,Paid Search,25-34,East,3367.9565,Low
CUST_02375,Referral,45-54,West,14688.338,High
CUST_02376,Paid Search,25-34,East,3902.7434,Medium
CUST_02377,Social,25-34,South,2403.4478,Low
CUST_02378,Paid Search,18-24,West,3375.509,Low
CUST_02379,Organic,35-44,South,4237.1245,Medium
CUST_02380,Paid Search,45-54,East,2772.2476,Low
CUST_02381,Email,25-34,East,4401.999,Medium
CUST_02382,Paid Search,35-44,South,303.80487,Low
CUST_02383,Paid Search,35-44,North,3951.2036,Low
CUST_02384,Email,25-34,South,4794.3203,Low
CUST_02385,Social,45-54,West,2473.2163,Low
CUST_02386,Organic,35-44,East,4185.274,Medium
CUST_02387,Paid Search,18-24,East,4166.6636,Medium
CUST_02388,Paid Search,35-44,South,3416.2856,Low
CUST_02389,Social,25-34,East,2335.3997,Low
CUST_02390,Referral,45-54,South,1452.964,Low
CUST_02391,Paid Search,25-34,North,3756.617,Medium
CUST_02392,Social,55+,North,2334.1978,Low
CUST_02393,Email,45-54,South,4351.2983,Medium
CUST_02394,Social,18-24,East,2566.2502,Low
CUST_02395,Email,35-44,South,4597.6685,Medium
CUST_02396,Email,55+,North,4608.5156,Medium
CUST_02397,Paid Search,25-34,South,3833.6895,Medium
CUST_02398,Social,45-54,South,2676.8997,Medium
CUST_02399,Paid Search,45-54,East,3961.5354,Medium
CUST_02400,Social,45-54,South,2377.23,Low
CUST_02401,Social,18-24,South,2814.1604,Low
CUST_02402,Social,25-34,North,2778.3528,Low
CUST_02403,Paid Search,25-34,East,3703.972,Medium
CUST_02404,Paid Search,25-34,West,3834.4824,Low
CUST_02405,Email,55+,East,4552.569,Medium
CUST_02406,Referral,18-24,South,17902.504,High
CUST_02407,Organic,35-44,South,4824.6094,Low
CUST_02408,Email,55+,South,4670.596,Medium
CUST_02409,Organic,55+,North,2200.6497,Medium
CUST_02410,Paid Search,45-54,North,3971.0835,Medium
CUST_02411,Email,55+,West,4431.273,Medium
CUST_02412,Paid Search,35-44,West,4084.339,Low
CUST_02413,Social,45-54,West,1875.9127,Low
CUST_02414,Paid Search,35-44,East,3881.266,Low
CUST_02415,Paid Search,18-24,West,4154.533,Medium
CUST_02416,Social,18-24,South,2716.634,Medium
CUST_02417,Email,55+,South,4591.38,Medium
CUST_02418,Paid Search,18-24,North,382.7024,Low
CUST_02419,Paid Search,25-34,North,4274.781,Low
CUST_02420,Email,45-54,East,4661.257,Medium
CUST_02421,Paid Search,35-44,North,3966.981,Medium
CUST_02422,Paid Search,35-44,West,3446.696,Medium
CUST_02423,Referral,55+,West,13033.82,High
CUST_02424,Paid Search,45-54,South,304.16055,Low
CUST_02425,Referral,55+,East,12641.645,High
CUST_02426,Email,45-54,North,4637.918,Medium
CUST_02427,Paid Search,55+,South,2969.6045,Low
CUST_02428,Paid Search,45-54,North,4395.5806,Low
CUST_02429,Paid Search,35-44,North,4017.8474,Medium
CUST_02430,Paid Search,55+,North,3684.4749,Medium
CUST_02431,Paid Search,55+,West,3770.853,Low
CUST_02432,Organic,18-24,East,4708.119,Medium
CUST_02433,Social,55+,West,2586.837,Low
CUST_02434,Email,45-54,West,0.0,Low
CUST_02435,Referral,55+,West,273.26065,Low
CUST_02436,Referral,45-54,West,14235.447,High
CUST_02437,Social,55+,North,2244.1907,Medium
CUST_02438,Paid Search,25-34,West,1394.8635,Low
CUST_02439,Paid Search,18-24,East,3910.5012,Low
CUST_02440,Paid Search,18-24,North,3696.0557,Medium
CUST_02441,Paid Search,25-34,North,3926.6587,Medium
CUST_02442,Paid Search,25-34,West,36.2123,Low
CUST_02443,Organic,35-44,West,4859.62,Medium
CUST_02444,Organic,18-24,South,4702.277,Medium
CUST_02445,Paid Search,18-24,North,3425.7878,Medium
CUST_02446,Email,35-44,South,400.11414,Low
CUST_02447,Email,45-54,North,4695.898,Medium
CUST_02448,Email,18-24,East,3392.9702,Low
CUST_02449,Referral,35-44,South,17390.25,High
CUST_02450,Paid Search,45-54,North,3920.3462,Medium
CUST_02451,Social,45-54,West,2864.823,Low
CUST_02452,Organic,18-24,West,5487.9287,Medium
CUST_02453,Social,45-54,West,2954.411,Low
CUST_02454,Social,18-24,West,2556.1982,Low
CUST_02455,Email,25-34,North,4200.0146,Medium
CUST_02456,Paid Search,25-34,West,71.22249,Low
CUST_02457,Paid Search,55+,West,3651.9534,Medium
CUST_02458,Referral,18-24,West,10752.133,High
CUST_02459,Paid Search,45-54,South,3572.6301,Medium
CUST_02460,Social,55+,South,2783.4426,Low
CUST_02461,Email,55+,West,4151.6885,Low
CUST_02462,Email,25-34,North,4437.6655,Medium
CUST_02463,Paid Search,18-24,East,173.83487,Low
CUST_02464,Organic,25-34,West,5128.202,Medium
CUST_02465,Paid Search,45-54,West,3724.956,Medium
CUST_02466,Paid Search,18-24,East,3798.2646,Medium
CUST_02467,Paid Search,45-54,West,3897.2852,Low
CUST_02468,Social,25-34,West,364.22433,Low
CUST_02469,Organic,45-54,West,5164.1846,Medium
CUST_02470,Paid Search,45-54,North,4112.793,Low
CUST_02471,Organic,35-44,North,4637.508,Medium
CUST_02472,Paid Search,45-54,South,3814.8477,Medium
CUST_02473,Referral,55+,South,15476.979,High
CUST_02474,Paid Search,25-34,South,3718.98,Medium
CUST_02475,Email,35-44,North,4651.9233,Medium
CUST_02476,Social,45-54,East,2623.111,Low
CUST_02477,Email,55+,North,4484.549,Medium
CUST_02478,Paid Search,35-44,West,8.628015,Low
CUST_02479,Social,25-34,East,2671.9717,Medium
CUST_02480,Organic,55+,West,5291.633,Low
CUST_02481,Email,55+,North,4856.4575,Medium
CUST_02482,Referral,35-44,South,15228.29,High
CUST_02483,Social,18-24,West,3090.162,Medium
CUST_02484,Paid Search,25-34,South,4073.8464,Medium
CUST_02485,Organic,35-44,East,4884.75,Low
CUST_02486,Paid Search,45-54,North,4123.5244,Medium
CUST_02487,Social,45-54,West,526.0144,Low
CUST_02488,Paid Search,55+,South,3965.0989,Medium
CUST_02489,Paid Search,18-24,West,3627.329,Low
CUST_02490,Email,35-44,South,1347.7565,Low
CUST_02491,Email,45-54,North,4579.157,Low
CUST_02492,Organic,55+,East,4886.047,Medium
CUST_02493,Organic,18-24,South,5242.313,Medium
CUST_02494,Paid Search,55+,South,3196.6938,Low
CUST_02495,Paid Search,18-24,West,3869.5593,Medium
CUST_02496,Email,18-24,South,4664.5137,Medium
CUST_02497,Email,55+,South,756.1142,Low
CUST_02498,Email,45-54,East,4438.9106,Medium
CUST_02499,Organic,55+,North,4020.3862,Low
CUST_02500,Social,45-54,West,2955.0518,Low
CUST_02501,Paid Search,45-54,North,3736.6003,Medium
CUST_02502,Email,35-44,North,4507.2,Medium
CUST_02503,Referral,35-44,North,16574.094,High
CUST_02504,Email,35-44,South,3329.2393,Low
CUST_02505,Paid Search,25-34,East,4136.892,Medium
CUST_02506,Email,55+,East,4588.4062,Medium
CUST_02507,Email,25-34,West,4776.1084,Medium
CUST_02508,Paid Search,45-54,West,3981.6128,Low
CUST_02509,Social,45-54,South,2648.033,Low
CUST_02510,Paid Search,35-44,West,3960.1108,Medium
CUST_02511,Referral,45-54,North,11965.627,High
CUST_02512,Email,18-24,North,4518.205,Medium
CUST_02513,Organic,25-34,South,189.042,Low
CUST_02514,Paid Search,35-44,East,3657.712,Medium
CUST_02515,Paid Search,25-34,North,3270.727,Low
CUST_02516,Paid Search,55+,West,3542.0422,Medium
CUST_02517,Email,55+,South,5068.167,Medium
CUST_02518,Paid Search,45-54,South,546.4641,Low
CUST_02519,Social,25-34,East,2768.911,Low
CUST_02520,Paid Search,18-24,South,3951.4612,Medium
CUST_02521,Paid Search,45-54,South,3642.256,Low
CUST_02522,Email,55+,West,4550.2217,Medium
CUST_02523,Social,35-44,South,2587.0696,Low
CUST_02524,Organic,55+,North,883.17365,Low
CUST_02525,Social,55+,East,2551.3022,Medium
CUST_02526,Referral,35-44,East,13706.088,High
CUST_02527,Social,25-34,North,2548.9053,Medium
CUST_02528,Social,18-24,West,2565.9792,Low
CUST_02529,Paid Search,45-54,South,3903.6926,Medium
CUST_02530,Referral,35-44,North,11216.655,High
CUST_02531,Social,18-24,North,2018.953,Low
CUST_02532,Paid Search,18-24,East,4217.6406,Low
CUST_02533,Social,55+,North,2564.0132,Low
CUST_02534,Email,25-34,South,4801.6475,Medium
CUST_02535,Email,25-34,East,2802.8955,Medium
CUST_02536,Paid Search,45-54,West,3651.5212,Low
CUST_02537,Social,25-34,South,2758.5073,Low
CUST_02538,Organic,55+,West,5656.424,Medium
CUST_02539,Paid Search,45-54,South,261.0306,Low
CUST_02540,Email,25-34,West,4456.8545,Medium
CUST_02541,Paid Search,25-34,South,3871.128,Low
CUST_02542,Paid Search,55+,North,3813.1726,Low
CUST_02543,Organic,35-44,East,4682.5176,Medium
CUST_02544,Email,55+,West,4447.804,Medium
CUST_02545,Email,25-34,West,4827.788,Low
CUST_02546,Paid Search,18-24,West,3918.6292,Medium
CUST_02547,Organic,55+,North,4874.408,Medium
CUST_02548,Paid Search,25-34,East,3922.2532,Medium
CUST_02549,Social,55+,East,407.6637,Low
